molecule_id,affinity_pred_value,affinity_probability_binary
10073778,1.743027687072754,0.3380206227302551
101926662,0.7284789681434631,0.6634132862091064
10228,1.3675181865692139,0.3737195134162903
102326871,0.9306027889251709,0.6433409452438354
10604651,1.8573024272918701,0.17404916882514954
1094,2.060805559158325,0.2635282874107361
10971931,0.8509052991867065,0.25277167558670044
11025164,1.7519727945327759,0.18056660890579224
11154476,1.8465068340301514,0.4455782473087311
11168362,0.9565950632095337,0.33833879232406616
11259090,-0.4898286461830139,0.2841710150241852
11289099,1.5617098808288574,0.160561665892601
118711729,1.7179760932922363,0.18128173053264618
11972395,0.7757889032363892,0.3161002993583679
12308753,1.2654651403427124,0.21869760751724243
124219,0.6898117065429688,0.6406558752059937
132515141,1.6231532096862793,0.2041892111301422
135,2.476715087890625,0.20063289999961853
13824420,1.4044297933578491,0.4542449712753296
138986947,1.52933931350708,0.16317179799079895
139583558,1.2024321556091309,0.3367098569869995
139585298,0.9040095806121826,0.5424691438674927
14033813,0.3394836187362671,0.2796165943145752
14448072,0.545730710029602,0.2489037811756134
155892,0.6140938997268677,0.434698224067688
160521,0.7308380603790283,0.3414272964000702
16066,1.3767516613006592,0.274666965007782
161306,1.0012764930725098,0.6803423762321472
162988804,1.775301456451416,0.12982317805290222
163031333,1.5007939338684082,0.5662254095077515
163187963,0.26030826568603516,0.30213531851768494
174862,0.8951603174209595,0.5771827697753906
23817960,0.38110628724098206,0.2954139709472656
24031765,1.6280202865600586,0.22209560871124268
247,1.7777155637741089,0.253231018781662
368156,0.4758685827255249,0.653950572013855
370,1.6006828546524048,0.21526478230953217
382073,1.2419065237045288,0.39591726660728455
440752,1.7422080039978027,0.4564114809036255
440814,1.8141576051712036,0.12599359452724457
44575480,0.4902137219905853,0.6884645223617554
45273176,2.1578474044799805,0.23728147149085999
45482321,0.7092941403388977,0.3293752074241638
5273570,1.4656944274902344,0.3136679232120514
5280656,1.452256202697754,0.17470219731330872
5280794,0.5330851078033447,0.25839027762413025
5281718,1.548840045928955,0.4018988013267517
5281852,0.6083675622940063,0.6690946817398071
5281854,0.9717153310775757,0.6504652500152588
5281858,0.9346129894256592,0.6719323992729187
5316262,1.4752469062805176,0.3357374668121338
5316891,1.4945074319839478,0.5323126316070557
5318118,0.4883653223514557,0.6388112902641296
5360741,1.4922964572906494,0.5599270462989807
545839,0.6898596882820129,0.2764076888561249
5462454,0.6692397594451904,0.6700953245162964
556919,0.19203318655490875,0.49881410598754883
6199,1.5274684429168701,0.37805378437042236
6324617,0.8804130554199219,0.2814101576805115
637542,1.6449131965637207,0.2309800088405609
6473881,0.3041178584098816,0.22599561512470245
65243,1.3845714330673218,0.531265139579773
6916254,0.4211679995059967,0.4602583646774292
709,1.8228681087493896,0.29430103302001953
71365614,0.6022447347640991,0.6714822053909302
72,1.7223832607269287,0.20273301005363464
72307,1.043808937072754,0.33730024099349976
73581,0.37924179434776306,0.45909565687179565
7427,1.6404192447662354,0.23891907930374146
76581,2.2187366485595703,0.21416471898555756
90473621,0.8201466202735901,0.1926240473985672
9840292,1.6841835975646973,0.2008461207151413
9867869,0.7767163515090942,0.36617395281791687
9909368,0.9131468534469604,0.3021460175514221
9997771,1.183909296989441,0.6052738428115845
