molecule_id,affinity_pred_value,affinity_probability_binary
10073778,0.839568018913269,0.36654943227767944
101926662,0.14661617577075958,0.557121753692627
10228,1.3127211332321167,0.42856496572494507
102326871,0.813302755355835,0.6070212125778198
10604651,1.767737627029419,0.3209313452243805
1094,2.2386343479156494,0.42388081550598145
10971931,1.2123512029647827,0.5914883613586426
11025164,1.3490512371063232,0.29923588037490845
11154476,1.253610372543335,0.4750417470932007
11168362,1.1147761344909668,0.2942569851875305
11259090,0.22009660303592682,0.34507131576538086
11289099,2.2342472076416016,0.195241779088974
118711729,1.3728225231170654,0.3349735140800476
11972395,1.1978927850723267,0.2734048366546631
12308753,1.3633344173431396,0.18512457609176636
124219,0.970325231552124,0.6160660982131958
132515141,1.7256879806518555,0.2608456015586853
135,1.5889270305633545,0.4025428295135498
13824420,1.2898781299591064,0.23297736048698425
138986947,1.5595781803131104,0.47336503863334656
139583558,0.047610700130462646,0.6359087228775024
139585298,0.19995826482772827,0.633232593536377
14033813,0.7039122581481934,0.20489579439163208
14448072,1.2277255058288574,0.4918944239616394
155892,0.7411772608757019,0.3262210488319397
160521,0.5009362697601318,0.55033278465271
16066,1.331167459487915,0.200166255235672
161306,0.7882484197616577,0.4526253640651703
162988804,2.0476999282836914,0.21352186799049377
163031333,1.3610413074493408,0.48170652985572815
163187963,-0.06474529206752777,0.3168318271636963
174862,0.4361598491668701,0.5320096611976624
23817960,1.4081053733825684,0.5136028528213501
24031765,1.6609926223754883,0.43549710512161255
247,2.4724910259246826,0.3794500231742859
368156,0.42167025804519653,0.5896991491317749
370,1.734044075012207,0.48132258653640747
382073,1.8363131284713745,0.2630835175514221
440752,1.785366415977478,0.5921740531921387
440814,1.846858263015747,0.19131425023078918
44575480,0.9981954097747803,0.5797212719917297
45273176,1.8710662126541138,0.3879725933074951
45482321,0.6132793426513672,0.4245448112487793
5273570,1.148121953010559,0.5130748152732849
5280656,1.8290059566497803,0.2413043975830078
5280794,0.4609004855155945,0.27713876962661743
5281718,1.5106933116912842,0.42900973558425903
5281852,0.3783431351184845,0.47567248344421387
5281854,0.5248876810073853,0.519307017326355
5281858,0.3131651282310486,0.6326538920402527
5316262,0.6250861883163452,0.5643000602722168
5316891,1.7246625423431396,0.6001244783401489
5318118,0.20681977272033691,0.5721182227134705
5360741,1.2216796875,0.5904436707496643
545839,1.1830601692199707,0.5096920728683472
5462454,0.49547240138053894,0.39240574836730957
556919,1.2145512104034424,0.4108321964740753
6199,1.4165663719177246,0.38391971588134766
6324617,1.0437859296798706,0.5716474056243896
637542,2.3822879791259766,0.5110121965408325
6473881,1.575868844985962,0.38665080070495605
65243,1.4313205480575562,0.5646281242370605
6916254,0.2057802528142929,0.4901902675628662
709,1.9954819679260254,0.5192880630493164
71365614,1.077799916267395,0.5977445244789124
72,1.582024335861206,0.4095799922943115
72307,1.800260066986084,0.22754494845867157
73581,1.2389665842056274,0.27554234862327576
7427,1.8686867952346802,0.23838508129119873
76581,2.8781933784484863,0.3305046558380127
90473621,1.0950210094451904,0.23056912422180176
9840292,1.6172373294830322,0.34568631649017334
9867869,1.2575702667236328,0.4844200313091278
9909368,1.3321387767791748,0.47991204261779785
9997771,0.5476488471031189,0.3441983461380005
