molecule_id,affinity_pred_value,affinity_probability_binary
10167806,1.4978606700897217,0.37763893604278564
10169367,0.9825960993766785,0.3865520656108856
10191345,0.1543889194726944,0.2695484161376953
10975022,-0.047674790024757385,0.21884816884994507
11664897,1.121923565864563,0.4251645803451538
122850,1.0551636219024658,0.4462001323699951
12304738,0.5112611651420593,0.24108844995498657
123245871,0.569463849067688,0.3997538089752197
13915237,0.9915875196456909,0.3896735906600952
14299117,0.8303190469741821,0.4451536536216736
163154579,1.1967241764068604,0.2863391935825348
164612512,0.6746610403060913,0.18089552223682404
21577860,1.0138940811157227,0.46264714002609253
439246,1.1518365144729614,0.283191055059433
439533,0.8052625060081482,0.4939895272254944
44575467,0.9638016223907471,0.36639291048049927
46841212,0.24644735455513,0.19498470425605774
5271805,0.07196882367134094,0.2222929298877716
5280343,-0.07534686475992203,0.48063528537750244
5280442,1.0107375383377075,0.4565271735191345
5280443,0.8316234350204468,0.4449780583381653
5280445,0.3584473133087158,0.39249181747436523
5280704,0.4093528389930725,0.17900121212005615
5280805,1.178434133529663,0.2991134524345398
5280863,0.637969970703125,0.40475696325302124
5281377,0.13142457604408264,0.21686437726020813
5281600,0.17602230608463287,0.41996869444847107
5281612,0.581455409526825,0.36853402853012085
5281614,0.297797828912735,0.5503703355789185
5281617,1.0411274433135986,0.3299742341041565
5281654,0.370650053024292,0.4685661196708679
5281665,-0.023457184433937073,0.5649486184120178
5281696,-0.010754801332950592,0.21310970187187195
5281697,0.31662485003471375,0.561133623123169
5281699,0.24048520624637604,0.4829344153404236
5281702,0.5907747745513916,0.2691064476966858
5281811,0.2737298607826233,0.27681082487106323
5282160,0.5494133234024048,0.20676229894161224
5315459,0.179857537150383,0.26188644766807556
5316673,0.7086567878723145,0.4080543518066406
5318569,0.44919779896736145,0.23711764812469482
5318645,1.0427905321121216,0.3586699962615967
5318767,0.9799008369445801,0.27453649044036865
5378597,0.8810336589813232,0.3980885148048401
5459192,1.0270057916641235,0.3966981768608093
5462193,0.6066876649856567,0.35336756706237793
5480982,0.9537091255187988,0.2499750256538391
5481663,0.9977610111236572,0.5308908820152283
5489389,0.8301970958709717,0.3694935142993927
59650405,-0.07374876737594604,0.22992612421512604
70696487,1.0214146375656128,0.45398974418640137
74978069,0.7936626672744751,0.38907065987586975
74978457,1.101562738418579,0.26908302307128906
91602664,-0.3225176930427551,0.3203617036342621
